id,Sex,Length,Diameter,Height,Whole weight,Whole weight.1,Whole weight.2,Shell weight,Rings
64466,M,0.37,0.28,0.095,0.213,0.0865,0.042,0.055,7
64467,I,0.435,0.34,0.095,0.465,0.197,0.09,0.15,8
64468,I,0.425,0.315,0.09,0.334,0.1355,0.0775,0.0965,7
64469,F,0.575,0.45,0.135,0.9125,0.4375,0.24,0.235,9
64470,M,0.655,0.535,0.185,1.3655,0.587,0.2705,0.4275,13
64471,M,0.6,0.475,0.17,1.089,0.4895,0.2825,0.31,8
64472,M,0.49,0.385,0.125,0.5095,0.2165,0.092,0.165,9
64473,F,0.57,0.45,0.17,0.9205,0.3915,0.2085,0.285,10
64474,I,0.5,0.375,0.13,0.6115,0.256,0.1465,0.19,8
64475,I,0.37,0.275,0.1,0.22,0.098,0.042,0.085,7
64476,F,0.405,0.3,0.1,0.318,0.1635,0.0735,0.085,7
64477,I,0.5,0.375,0.12,0.514,0.2385,0.106,0.1505,8
64478,M,0.63,0.505,0.195,1.098,0.4635,0.2165,0.375,11
64479,M,0.56,0.44,0.155,0.886,0.387,0.2325,0.245,8
64480,I,0.385,0.29,0.09,0.27,0.096,0.0455,0.0735,8
64481,F,0.57,0.44,0.155,0.963,0.486,0.2095,0.27,9
64482,M,0.41,0.325,0.095,0.3175,0.137,0.046,0.1,7
64483,F,0.645,0.51,0.195,1.3555,0.5475,0.3385,0.385,11
64484,M,0.27,0.195,0.075,0.1235,0.0565,0.0275,0.046,9
64485,F,0.68,0.54,0.195,1.6275,0.6235,0.3705,0.445,12
64486,I,0.355,0.27,0.095,0.2275,0.096,0.0525,0.065,6
64487,M,0.625,0.495,0.185,1.1155,0.5105,0.2595,0.35,9
64488,I,0.18,0.125,0.035,0.0265,0.0095,0.0085,0.0085,5
64489,I,0.25,0.17,0.055,0.0385,0.0105,0.0055,0.0175,5
64490,F,0.57,0.445,0.14,0.922,0.38,0.1965,0.24,13
64491,F,0.505,0.385,0.15,0.612,0.187,0.1475,0.215,12
64492,I,0.415,0.32,0.115,0.3415,0.1685,0.0635,0.096,9
64493,I,0.525,0.39,0.155,0.7125,0.3695,0.159,0.1895,8
64494,I,0.385,0.285,0.09,0.2625,0.1125,0.0575,0.085,6
64495,I,0.275,0.2,0.065,0.096,0.072,0.027,0.033,6
64496,M,0.595,0.465,0.16,0.9755,0.4455,0.2105,0.2725,9
64497,I,0.275,0.195,0.07,0.0925,0.0415,0.0135,0.0255,5
64498,I,0.395,0.295,0.09,0.2235,0.098,0.065,0.073,6
64499,M,0.5,0.4,0.145,0.6765,0.256,0.1855,0.185,10
64500,M,0.75,0.57,0.195,2.141,1.0465,0.383,0.488,11
64501,I,0.385,0.285,0.09,0.232,0.098,0.053,0.08,8
64502,I,0.43,0.38,0.115,0.4625,0.1835,0.095,0.142,8
64503,I,0.61,0.485,0.14,1.238,0.6175,0.226,0.27,9
64504,M,0.49,0.38,0.125,0.5945,0.213,0.1245,0.215,12
64505,F,0.495,0.375,0.12,0.4675,0.2035,0.0935,0.1375,14
64506,M,0.59,0.475,0.145,1.0295,0.4645,0.1905,0.305,9
64507,M,0.61,0.49,0.165,1.1455,0.5115,0.2765,0.325,10
64508,F,0.625,0.475,0.14,1.0725,0.4895,0.235,0.31,11
64509,M,0.55,0.43,0.135,0.724,0.3065,0.1415,0.22,9
64510,F,0.585,0.46,0.15,0.966,0.4255,0.1835,0.2745,9
64511,I,0.21,0.15,0.055,0.0455,0.011,0.0075,0.01,4
64512,I,0.62,0.47,0.165,1.1235,0.408,0.2595,0.31,11
64513,F,0.585,0.465,0.155,0.9185,0.377,0.1875,0.3,9
64514,F,0.515,0.425,0.155,0.858,0.3105,0.2035,0.265,12
64515,I,0.41,0.31,0.105,0.2905,0.1215,0.073,0.115,9
64516,I,0.4,0.29,0.085,0.2815,0.112,0.0735,0.0865,7
64517,I,0.405,0.31,0.085,0.2725,0.115,0.061,0.085,10
64518,M,0.555,0.455,0.18,0.958,0.296,0.1695,0.335,9
64519,I,0.42,0.31,0.115,0.2555,0.111,0.057,0.075,7
64520,F,0.59,0.475,0.155,0.9705,0.4305,0.193,0.295,11
64521,M,0.56,0.405,0.14,0.849,0.3185,0.168,0.265,11
64522,I,0.47,0.375,0.125,0.5805,0.266,0.0935,0.169,9
64523,I,0.515,0.4,0.14,0.6175,0.2735,0.1405,0.19,8
64524,M,0.615,0.5,0.15,1.1155,0.4525,0.216,0.26,9
64525,I,0.445,0.33,0.1,0.4075,0.1845,0.061,0.106,7
64526,I,0.315,0.23,0.07,0.144,0.059,0.0305,0.045,6
64527,I,0.295,0.22,0.085,0.1345,0.0545,0.0265,0.04,5
64528,F,0.685,0.55,0.225,1.5395,0.6075,0.3675,0.46,14
64529,F,0.585,0.455,0.145,1.0285,0.4585,0.2405,0.275,9
64530,M,0.55,0.435,0.165,1.1345,0.44,0.2865,0.345,13
64531,M,0.635,0.51,0.19,1.2735,0.3865,0.3085,0.395,16
64532,I,0.36,0.28,0.105,0.2145,0.082,0.0465,0.0745,7
64533,F,0.635,0.51,0.18,1.3715,0.5065,0.305,0.48,15
64534,M,0.52,0.425,0.13,0.8175,0.3645,0.1855,0.225,9
64535,I,0.32,0.23,0.085,0.1385,0.063,0.0225,0.038,6
64536,M,0.42,0.32,0.105,0.4125,0.2025,0.0905,0.14,8
64537,F,0.575,0.435,0.145,0.907,0.38,0.1785,0.26,12
64538,F,0.47,0.35,0.12,0.4675,0.2125,0.1055,0.1375,9
64539,I,0.275,0.205,0.075,0.1485,0.0665,0.031,0.035,7
64540,M,0.595,0.465,0.165,1.1785,0.5975,0.2205,0.355,14
64541,I,0.53,0.415,0.14,0.781,0.3925,0.146,0.189,8
64542,M,0.58,0.455,0.155,0.97,0.419,0.193,0.3,9
64543,I,0.475,0.35,0.1,0.5115,0.2125,0.0875,0.113,7
64544,I,0.67,0.485,0.145,1.1345,0.5305,0.2245,0.28,10
64545,M,0.47,0.355,0.11,0.4175,0.182,0.096,0.1375,9
64546,I,0.215,0.17,0.06,0.079,0.0235,0.014,0.0225,6
64547,F,0.675,0.51,0.175,1.6365,0.4935,0.2735,0.62,22
64548,F,0.57,0.44,0.15,0.8145,0.427,0.1735,0.25,8
64549,M,0.505,0.405,0.13,0.766,0.3275,0.1365,0.19,8
64550,F,0.5,0.375,0.145,0.6375,0.2865,0.1675,0.215,12
64551,I,0.51,0.375,0.12,0.5185,0.2165,0.124,0.18,10
64552,F,0.55,0.43,0.125,0.8145,0.3415,0.1635,0.23,9
64553,M,0.465,0.355,0.115,0.468,0.221,0.1015,0.144,9
64554,M,0.56,0.44,0.14,0.879,0.3155,0.1835,0.2615,11
64555,I,0.295,0.225,0.08,0.124,0.059,0.0225,0.032,5
64556,I,0.32,0.24,0.085,0.1745,0.072,0.0355,0.05,7
64557,I,0.275,0.2,0.08,0.099,0.037,0.0225,0.03,7
64558,I,0.36,0.265,0.09,0.2185,0.1165,0.038,0.062,7
64559,F,0.525,0.4,0.14,0.7365,0.325,0.1705,0.217,9
64560,M,0.465,0.35,0.11,0.4785,0.2455,0.1095,0.1425,8
64561,I,0.46,0.34,0.13,0.4135,0.1645,0.0645,0.119,7
64562,I,0.475,0.355,0.18,0.4905,0.2035,0.1155,0.1335,7
64563,I,0.465,0.355,0.12,0.547,0.222,0.1415,0.1505,9
64564,M,0.735,0.525,0.175,1.8495,0.874,0.408,0.445,13
64565,I,0.5,0.375,0.115,0.522,0.216,0.0975,0.14,8
64566,I,0.445,0.335,0.105,0.4335,0.2075,0.0725,0.11,7
64567,M,0.595,0.47,0.15,0.9365,0.446,0.2065,0.25,10
64568,F,0.595,0.455,0.18,1.3675,0.4235,0.2875,0.41,18
64569,F,0.53,0.425,0.155,0.769,0.302,0.1435,0.235,10
64570,I,0.32,0.255,0.09,0.181,0.0605,0.034,0.06,7
64571,I,0.475,0.36,0.1,0.5805,0.249,0.097,0.155,8
64572,M,0.53,0.42,0.14,0.6385,0.2305,0.1455,0.195,9
64573,I,0.44,0.335,0.11,0.4155,0.194,0.0795,0.11,8
64574,F,0.5,0.395,0.145,0.868,0.3695,0.1815,0.196,9
64575,I,0.465,0.39,0.12,0.5205,0.233,0.085,0.1645,8
64576,F,0.565,0.45,0.16,0.9265,0.3615,0.1835,0.295,17
64577,I,0.505,0.4,0.14,0.6335,0.2855,0.1335,0.169,8
64578,M,0.385,0.285,0.095,0.3055,0.126,0.07,0.075,6
64579,M,0.585,0.465,0.155,0.921,0.4225,0.1985,0.35,11
64580,F,0.605,0.485,0.195,1.098,0.4305,0.2285,0.36,13
64581,M,0.555,0.44,0.15,0.8665,0.3465,0.1905,0.255,12
64582,I,0.3,0.22,0.08,0.1245,0.055,0.0265,0.038,6
64583,F,0.63,0.48,0.145,1.0805,0.49,0.2525,0.265,9
64584,M,0.375,0.29,0.09,0.213,0.1205,0.046,0.0725,7
64585,I,0.34,0.26,0.085,0.1885,0.0855,0.0485,0.055,7
64586,I,0.375,0.28,0.1,0.241,0.0965,0.046,0.065,6
64587,F,0.595,0.46,0.16,1.0105,0.4195,0.2075,0.2515,10
64588,F,0.64,0.525,0.19,1.613,0.5005,0.3675,0.47,18
64589,I,0.33,0.26,0.09,0.169,0.0625,0.04,0.055,6
64590,M,0.64,0.53,0.195,1.3475,0.4835,0.2775,0.46,18
64591,I,0.435,0.33,0.095,0.346,0.159,0.084,0.09,6
64592,M,0.66,0.485,0.2,1.596,0.5785,0.2435,0.585,21
64593,F,0.645,0.52,0.175,1.5455,0.592,0.3345,0.45,18
64594,M,0.51,0.39,0.14,0.6435,0.2715,0.13,0.17,9
64595,F,0.63,0.515,0.185,1.33,0.56,0.2745,0.3425,10
64596,M,0.555,0.415,0.175,0.8605,0.289,0.174,0.32,17
64597,M,0.515,0.44,0.14,0.8105,0.3165,0.1635,0.24,10
64598,I,0.275,0.195,0.07,0.1125,0.0545,0.0285,0.0355,6
64599,F,0.575,0.465,0.15,0.9205,0.3935,0.2055,0.2745,10
64600,I,0.305,0.225,0.075,0.1485,0.0585,0.0335,0.045,7
64601,F,0.56,0.44,0.135,0.755,0.3345,0.1405,0.215,11
64602,F,0.575,0.445,0.135,0.9185,0.43,0.1945,0.2375,8
64603,I,0.285,0.22,0.07,0.1365,0.0575,0.0285,0.035,6
64604,I,0.28,0.215,0.08,0.1215,0.056,0.0385,0.04,6
64605,F,0.625,0.475,0.195,1.2705,0.5985,0.246,0.3135,9
64606,M,0.54,0.425,0.16,0.9265,0.3865,0.2205,0.24,9
64607,M,0.59,0.475,0.145,0.923,0.4255,0.2215,0.24,9
64608,I,0.415,0.35,0.1,0.3845,0.1685,0.0755,0.105,7
64609,F,0.64,0.505,0.165,1.262,0.567,0.318,0.315,11
64610,M,0.37,0.28,0.1,0.252,0.1065,0.053,0.074,10
64611,F,0.635,0.485,0.155,1.1415,0.5715,0.2105,0.3155,9
64612,F,0.615,0.49,0.155,0.9885,0.4145,0.195,0.345,14
64613,F,0.53,0.425,0.14,0.839,0.3265,0.1905,0.192,10
64614,I,0.275,0.2,0.06,0.094,0.038,0.0185,0.035,6
64615,I,0.405,0.29,0.11,0.2825,0.112,0.061,0.0815,7
64616,M,0.72,0.545,0.175,1.7475,0.732,0.3615,0.4395,10
64617,I,0.41,0.315,0.1,0.2805,0.1155,0.0575,0.11,8
64618,F,0.49,0.455,0.125,0.692,0.29,0.138,0.235,12
64619,M,0.49,0.375,0.115,0.4975,0.194,0.091,0.165,10
64620,F,0.63,0.505,0.165,1.2835,0.6555,0.1965,0.363,10
64621,M,0.58,0.455,0.175,1.0615,0.4575,0.2195,0.265,12
64622,F,0.585,0.455,0.155,0.966,0.4605,0.1835,0.3095,9
64623,M,0.375,0.27,0.09,0.2375,0.12,0.0525,0.061,7
64624,M,0.56,0.435,0.13,0.769,0.3435,0.1625,0.225,8
64625,F,0.655,0.49,0.19,1.218,0.5455,0.2765,0.355,11
64626,I,0.495,0.405,0.1,0.501,0.249,0.1045,0.15,7
64627,M,0.55,0.425,0.14,0.8175,0.3695,0.1825,0.24,9
64628,I,0.425,0.31,0.09,0.3415,0.1715,0.073,0.085,6
64629,M,0.695,0.57,0.19,1.777,0.8795,0.358,0.455,9
64630,I,0.555,0.43,0.14,0.705,0.3395,0.1405,0.22,10
64631,M,0.725,0.595,0.175,2.0505,0.931,0.4255,0.62,13
64632,M,0.37,0.28,0.1,0.218,0.097,0.0625,0.075,6
64633,F,0.5,0.44,0.15,0.945,0.4365,0.1725,0.24,9
64634,M,0.465,0.375,0.11,0.529,0.2425,0.1015,0.147,7
64635,I,0.155,0.11,0.025,0.014,0.0045,0.0065,0.0065,4
64636,M,0.555,0.435,0.14,1.029,0.486,0.1735,0.228,9
64637,F,0.595,0.435,0.155,1.066,0.391,0.2455,0.39,15
64638,I,0.47,0.355,0.13,0.4625,0.1805,0.1055,0.14,8
64639,I,0.63,0.48,0.15,1.1185,0.5485,0.226,0.275,11
64640,I,0.24,0.18,0.055,0.0635,0.0265,0.0145,0.0225,4
64641,I,0.53,0.425,0.14,0.7455,0.3045,0.1255,0.25,8
64642,I,0.545,0.41,0.145,0.644,0.2735,0.1265,0.215,10
64643,F,0.72,0.55,0.195,2.073,1.0715,0.4205,0.5,12
64644,M,0.365,0.27,0.085,0.2145,0.0855,0.0425,0.07,7
64645,M,0.525,0.405,0.135,0.7285,0.3375,0.1555,0.189,8
64646,M,0.545,0.43,0.155,0.7945,0.3515,0.18,0.1825,10
64647,M,0.545,0.42,0.14,0.7835,0.3395,0.1625,0.225,10
64648,I,0.215,0.15,0.04,0.04,0.0135,0.005,0.0105,3
64649,I,0.53,0.38,0.135,0.578,0.288,0.1155,0.185,9
64650,F,0.49,0.39,0.13,0.627,0.2725,0.1225,0.18,13
64651,M,0.645,0.49,0.17,1.1345,0.5105,0.2545,0.3325,9
64652,I,0.315,0.23,0.07,0.134,0.0575,0.0285,0.3505,6
64653,M,0.67,0.535,0.195,1.4515,0.6655,0.3055,0.395,11
64654,F,0.615,0.46,0.19,1.0705,0.4985,0.196,0.2925,10
64655,I,0.295,0.225,0.075,0.155,0.065,0.042,0.0455,6
64656,M,0.62,0.51,0.175,1.2705,0.5315,0.323,0.3225,12
64657,M,0.595,0.47,0.16,1.098,0.4755,0.2295,0.3,14
64658,M,0.54,0.435,0.155,0.9185,0.2875,0.1635,0.32,18
64659,F,0.565,0.44,0.135,0.872,0.4455,0.1805,0.26,8
64660,I,0.54,0.425,0.155,0.97,0.4915,0.1725,0.2385,9
64661,I,0.485,0.375,0.115,0.514,0.2155,0.094,0.154,9
64662,I,0.38,0.29,0.09,0.268,0.098,0.0575,0.085,8
64663,M,0.555,0.44,0.16,0.8645,0.3245,0.2195,0.32,13
64664,M,0.465,0.35,0.105,0.452,0.2375,0.1125,0.13,9
64665,I,0.515,0.4,0.13,0.601,0.3125,0.1285,0.17,8
64666,F,0.57,0.445,0.16,0.931,0.38,0.1755,0.35,16
64667,I,0.32,0.24,0.085,0.1855,0.0675,0.0295,0.0355,7
64668,M,0.63,0.475,0.16,1.262,0.6525,0.3085,0.32,9
64669,F,0.56,0.435,0.125,0.7665,0.3035,0.1415,0.215,10
64670,F,0.61,0.48,0.145,1.2435,0.4935,0.2575,0.42,15
64671,F,0.575,0.445,0.155,0.865,0.3775,0.2175,0.27,13
64672,I,0.435,0.355,0.105,0.406,0.1625,0.0785,0.1135,8
64673,F,0.575,0.465,0.16,1.074,0.4365,0.2225,0.35,16
64674,F,0.485,0.38,0.12,0.6355,0.1645,0.12,0.195,18
64675,F,0.58,0.455,0.19,1.2075,0.49,0.216,0.42,23
64676,I,0.375,0.275,0.095,0.2725,0.1235,0.038,0.0705,6
64677,F,0.6,0.465,0.175,1.056,0.3725,0.2145,0.355,11
64678,F,0.57,0.425,0.135,0.869,0.3775,0.1815,0.2185,8
64679,M,0.57,0.455,0.145,0.9685,0.3935,0.1845,0.285,12
64680,I,0.47,0.35,0.115,0.5205,0.2075,0.1045,0.13,7
64681,F,0.52,0.395,0.16,0.724,0.2535,0.1415,0.27,15
64682,F,0.565,0.465,0.165,1.12,0.492,0.2685,0.34,9
64683,F,0.585,0.45,0.19,0.9685,0.38,0.176,0.35,17
64684,F,0.665,0.525,0.18,1.4595,0.7395,0.326,0.4095,9
64685,I,0.38,0.295,0.095,0.2505,0.112,0.0525,0.08,8
64686,I,0.55,0.405,0.14,0.7915,0.3445,0.1805,0.24,8
64687,M,0.655,0.575,0.215,1.8165,0.724,0.408,0.515,19
64688,F,0.41,0.34,0.105,0.3745,0.158,0.0855,0.125,8
64689,I,0.525,0.4,0.125,0.6355,0.2835,0.119,0.17,9
64690,M,0.655,0.515,0.2,1.527,0.5985,0.318,0.45,16
64691,M,0.595,0.475,0.15,1.0835,0.4255,0.2475,0.31,11
64692,I,0.37,0.28,0.09,0.2325,0.1,0.0645,0.075,6
64693,I,0.44,0.34,0.12,0.4495,0.193,0.104,0.14,7
64694,I,0.39,0.29,0.105,0.2765,0.1185,0.053,0.08,7
64695,I,0.28,0.21,0.075,0.168,0.0615,0.0265,0.0565,8
64696,F,0.54,0.405,0.135,0.98,0.3255,0.2195,0.28,15
64697,M,0.17,0.125,0.045,0.0245,0.009,0.0035,0.008,5
64698,I,0.42,0.325,0.09,0.369,0.171,0.06,0.088,7
64699,I,0.5,0.38,0.12,0.547,0.2565,0.1065,0.14,8
64700,M,0.655,0.54,0.155,1.1415,0.3965,0.1855,0.315,11
64701,F,0.65,0.525,0.165,1.489,0.7455,0.2415,0.4265,12
64702,M,0.595,0.455,0.165,1.058,0.3935,0.262,0.295,13
64703,F,0.615,0.47,0.15,0.8935,0.383,0.2175,0.24,11
64704,F,0.68,0.56,0.18,1.719,0.8465,0.299,0.3875,10
64705,M,0.37,0.275,0.095,0.257,0.0865,0.0495,0.08,8
64706,I,0.235,0.15,0.05,0.0425,0.0125,0.007,0.018,4
64707,M,0.625,0.5,0.175,1.3485,0.4915,0.2485,0.495,21
64708,M,0.6,0.475,0.18,1.14,0.3265,0.2355,0.35,19
64709,I,0.255,0.19,0.07,0.097,0.032,0.018,0.025,5
64710,I,0.395,0.295,0.09,0.2645,0.1,0.0595,0.085,6
64711,F,0.65,0.515,0.185,1.2705,0.5415,0.3015,0.3595,9
64712,F,0.565,0.44,0.145,0.9765,0.3995,0.2385,0.29,12
64713,M,0.74,0.6,0.195,2.0065,0.9935,0.4255,0.5175,9
64714,I,0.47,0.385,0.135,0.5205,0.1785,0.1155,0.145,9
64715,M,0.725,0.56,0.2,1.978,1.005,0.3595,0.4705,12
64716,M,0.585,0.465,0.15,0.9685,0.4205,0.182,0.2725,10
64717,F,0.59,0.475,0.175,1.0525,0.391,0.2435,0.34,16
64718,I,0.34,0.265,0.08,0.1855,0.0785,0.0425,0.065,7
64719,M,0.68,0.55,0.21,1.7885,0.83,0.408,0.437,11
64720,I,0.535,0.435,0.145,0.8325,0.329,0.1465,0.26,12
64721,M,0.485,0.355,0.12,0.4565,0.219,0.122,0.125,8
64722,I,0.315,0.23,0.07,0.164,0.0675,0.04,0.045,6
64723,M,0.605,0.48,0.155,1.0485,0.4675,0.2195,0.25,12
64724,I,0.32,0.235,0.08,0.181,0.063,0.0285,0.0405,6
64725,M,0.59,0.455,0.145,1.063,0.5155,0.2445,0.24,15
64726,F,0.63,0.485,0.165,1.2575,0.5925,0.3045,0.305,9
64727,I,0.52,0.42,0.14,0.627,0.2615,0.1045,0.181,9
64728,M,0.63,0.485,0.17,1.3685,0.6175,0.303,0.3415,9
64729,M,0.68,0.51,0.17,1.569,0.6785,0.339,0.43,11
64730,I,0.465,0.34,0.125,0.5805,0.255,0.0915,0.184,10
64731,M,0.58,0.46,0.135,0.957,0.4255,0.2075,0.265,9
64732,M,0.615,0.45,0.14,1.0035,0.535,0.2145,0.2505,8
64733,F,0.63,0.48,0.18,1.2645,0.526,0.273,0.365,10
64734,M,0.545,0.43,0.14,0.7405,0.368,0.1955,0.18,8
64735,I,0.175,0.13,0.03,0.019,0.013,0.0065,0.011,4
64736,F,0.615,0.475,0.155,1.0305,0.4905,0.1955,0.3,10
64737,M,0.535,0.4,0.15,0.599,0.2635,0.1205,0.1585,9
64738,I,0.325,0.235,0.075,0.1585,0.0705,0.0235,0.037,5
64739,M,0.63,0.485,0.155,1.1275,0.5515,0.2535,0.3375,10
64740,I,0.23,0.18,0.06,0.0645,0.026,0.0145,0.0215,5
64741,F,0.695,0.515,0.205,1.842,0.75,0.4075,0.4135,11
64742,M,0.555,0.425,0.14,0.8345,0.347,0.188,0.205,8
64743,F,0.58,0.455,0.16,1.0735,0.4375,0.2585,0.31,13
64744,I,0.425,0.325,0.09,0.2915,0.117,0.0585,0.11,7
64745,F,0.55,0.445,0.17,0.834,0.2975,0.1615,0.305,15
64746,M,0.615,0.495,0.17,1.049,0.4645,0.2325,0.325,12
64747,F,0.505,0.385,0.13,0.651,0.3165,0.131,0.167,8
64748,M,0.61,0.49,0.145,1.0935,0.4605,0.2755,0.315,12
64749,M,0.58,0.47,0.185,1.1345,0.4605,0.1955,0.37,13
64750,F,0.625,0.475,0.13,0.923,0.3975,0.2135,0.265,10
64751,F,0.65,0.5,0.2,1.3,0.6955,0.3175,0.384,8
64752,I,0.35,0.26,0.09,0.196,0.076,0.0385,0.053,6
64753,F,0.58,0.465,0.195,0.8265,0.4405,0.1785,0.275,12
64754,F,0.575,0.445,0.15,0.9615,0.4975,0.201,0.24,10
64755,I,0.32,0.225,0.085,0.14,0.0615,0.032,0.045,8
64756,F,0.62,0.475,0.195,1.3615,0.6275,0.3615,0.37,6
64757,M,0.615,0.475,0.15,1.0205,0.5265,0.2475,0.27,8
64758,I,0.275,0.2,0.06,0.0975,0.028,0.0205,0.031,5
64759,I,0.435,0.335,0.09,0.4025,0.1765,0.083,0.1,9
64760,M,0.645,0.51,0.175,1.539,0.6405,0.3585,0.513,10
64761,I,0.53,0.41,0.135,0.655,0.28,0.1365,0.235,13
64762,M,0.61,0.475,0.15,1.0815,0.3345,0.2115,0.325,15
64763,I,0.31,0.225,0.07,0.163,0.0625,0.0265,0.035,5
64764,I,0.46,0.355,0.115,0.444,0.1885,0.0885,0.1105,8
64765,I,0.45,0.35,0.115,0.4475,0.2005,0.0915,0.1325,8
64766,F,0.65,0.495,0.15,1.137,0.5105,0.2165,0.3,1
64767,I,0.43,0.325,0.105,0.436,0.1625,0.1035,0.135,9
64768,F,0.69,0.55,0.195,1.842,0.6755,0.3645,0.58,18
64769,F,0.64,0.565,0.175,1.521,0.644,0.372,0.406,11
64770,I,0.275,0.21,0.085,0.1085,0.036,0.0255,0.03,6
64771,F,0.575,0.45,0.15,0.858,0.3595,0.1785,0.23,9
64772,F,0.605,0.485,0.175,1.2275,0.531,0.271,0.34,8
64773,I,0.36,0.275,0.1,0.2185,0.086,0.056,0.075,7
64774,F,0.46,0.355,0.12,0.4485,0.1755,0.083,0.125,8
64775,I,0.465,0.375,0.13,0.5395,0.2355,0.1285,0.167,8
64776,I,0.515,0.41,0.135,0.7605,0.3695,0.1435,0.2195,10
64777,I,0.25,0.13,0.045,0.0385,0.0155,0.0065,0.0185,6
64778,M,0.375,0.3,0.075,0.278,0.109,0.053,0.09,9
64779,M,0.67,0.52,0.21,1.539,0.7355,0.3255,0.4545,10
64780,F,0.71,0.545,0.205,1.7935,0.857,0.3615,0.4395,9
64781,M,0.6,0.475,0.16,1.3175,0.6345,0.192,0.3175,11
64782,I,0.515,0.405,0.12,0.646,0.2965,0.1405,0.2,11
64783,F,0.7,0.545,0.2,1.764,0.7395,0.3575,0.48,14
64784,I,0.45,0.335,0.11,0.411,0.1945,0.0945,0.1145,8
64785,M,0.565,0.45,0.125,0.9175,0.3525,0.1575,0.255,18
64786,F,0.565,0.455,0.145,0.879,0.37,0.1715,0.268,11
64787,I,0.475,0.35,0.12,0.5175,0.26,0.094,0.166,7
64788,I,0.52,0.415,0.155,0.6875,0.261,0.143,0.26,16
64789,I,0.385,0.3,0.1,0.2825,0.1145,0.0625,0.085,7
64790,F,0.57,0.445,0.165,0.8915,0.3275,0.1805,0.23,10
64791,F,0.645,0.495,0.155,1.3695,0.657,0.337,0.335,9
64792,F,0.53,0.42,0.14,0.897,0.398,0.184,0.248,14
64793,M,0.56,0.44,0.15,0.8795,0.3525,0.2095,0.2625,13
64794,F,0.65,0.525,0.185,1.2415,0.4035,0.2445,0.445,12
64795,I,0.495,0.395,0.135,0.6335,0.3035,0.1295,0.1495,9
64796,F,0.505,0.41,0.13,0.7125,0.341,0.1335,0.214,9
64797,I,0.46,0.355,0.135,0.5385,0.2175,0.0815,0.16,9
64798,M,0.625,0.485,0.145,1.056,0.4845,0.2175,0.28,11
64799,I,0.575,0.455,0.15,0.8735,0.413,0.2145,0.22,8
64800,I,0.395,0.3,0.095,0.2825,0.14,0.0705,0.085,8
64801,M,0.615,0.5,0.17,1.2615,0.5035,0.2745,0.33,10
64802,F,0.615,0.475,0.15,1.099,0.4985,0.2895,0.28,9
64803,F,0.675,0.52,0.195,1.4935,0.553,0.4055,0.465,10
64804,M,0.52,0.4,0.13,0.6935,0.2755,0.1405,0.17,8
64805,M,0.6,0.475,0.155,1.2525,0.48,0.259,0.335,16
64806,F,0.515,0.4,0.14,0.6935,0.3375,0.19,0.25,11
64807,M,0.53,0.41,0.135,0.6275,0.2895,0.1295,0.2365,8
64808,I,0.41,0.315,0.115,0.321,0.1215,0.0635,0.1185,8
64809,M,0.565,0.455,0.15,0.945,0.4355,0.1725,0.27,9
64810,F,0.605,0.465,0.155,1.1515,0.6115,0.228,0.294,9
64811,I,0.325,0.25,0.075,0.18,0.08,0.037,0.035,6
64812,M,0.545,0.44,0.14,0.858,0.4315,0.1915,0.23,9
64813,I,0.46,0.36,0.1,0.4515,0.19,0.0985,0.1185,8
64814,F,0.61,0.475,0.16,1.1905,0.46,0.2825,0.271,9
64815,I,0.53,0.425,0.125,0.6555,0.2895,0.147,0.225,9
64816,M,0.55,0.425,0.15,0.8445,0.3575,0.1795,0.2545,9
64817,M,0.59,0.45,0.145,1.0735,0.4565,0.2075,0.287,9
64818,I,0.365,0.265,0.095,0.2275,0.0935,0.0525,0.066,7
64819,I,0.46,0.345,0.12,0.4085,0.19,0.0825,0.131,8
64820,F,0.57,0.435,0.145,0.9585,0.3545,0.2175,0.28,14
64821,M,0.735,0.565,0.205,2.2695,0.9095,0.478,0.62,11
64822,I,0.255,0.19,0.07,0.086,0.0415,0.0125,0.025,7
64823,F,0.51,0.38,0.13,0.5305,0.241,0.1365,0.1755,10
64824,F,0.56,0.45,0.15,0.857,0.43,0.166,0.245,11
64825,M,0.57,0.43,0.185,1.0415,0.44,0.2215,0.3,14
64826,I,0.55,0.425,0.145,0.7485,0.3545,0.1595,0.1945,8
64827,F,0.53,0.425,0.165,0.92,0.3875,0.2375,0.315,19
64828,I,0.41,0.305,0.1,0.3685,0.1595,0.0605,0.085,7
64829,I,0.415,0.315,0.1,0.3675,0.1645,0.0885,0.0985,8
64830,F,0.575,0.46,0.155,0.99,0.4615,0.2115,0.28,11
64831,I,0.35,0.24,0.085,0.1385,0.0545,0.038,0.054,6
64832,I,0.455,0.365,0.105,0.4475,0.1815,0.102,0.123,7
64833,M,0.685,0.51,0.16,1.6385,0.831,0.3675,0.391,11
64834,M,0.575,0.465,0.15,0.983,0.4235,0.2135,0.24,9
64835,I,0.335,0.25,0.075,0.1445,0.053,0.0275,0.041,6
64836,I,0.56,0.425,0.125,0.7905,0.3545,0.188,0.185,8
64837,M,0.59,0.47,0.15,1.097,0.5135,0.263,0.2725,9
64838,I,0.395,0.32,0.095,0.2835,0.1205,0.062,0.1025,8
64839,I,0.48,0.37,0.13,0.585,0.2725,0.1295,0.175,8
